Family,Genus,Species,Binomial,X_For_Partition,Binomial_2,No_VF,RNA,DNA,Retro,Zoo,RWL,log_AR,AR,log_Forearm,Forearm,log_Mass,Mass,Pulse,sqrt_Rarea,Range_Area,Median_Y_Lat,Median_X_Long,Sympatry,log_Median,Group Size,Roost,Lifespan,Torpor,Diet_2,Migration,Status,Trend,sin_Citations,sin_No_Mixed,Residuals,PhyloClust56,PhyloClust41
Vespertilionidae,Hypsugo,ariel,Hypsugo ariel,675,Hypsugo_ariel,0,0,0,0,0,NA,NA,NA,1.469674773,29.49000003,0.609594409,4.069999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Hypsugo,cadornae,Hypsugo cadornae,676,Hypsugo_cadornae,0,0,0,0,0,42.3466213,0.745074792,5.560000005,1.543943942,34.98999996,0.825426118,6.690000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Hypsugo,crassulus,Hypsugo crassulus,677,Hypsugo_crassulus,0,0,0,0,0,NA,NA,NA,1.454692449,28.48999998,0.784617293,6.090000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC1
Vespertilionidae,Hypsugo,eisentrauti,Hypsugo eisentrauti,678,Hypsugo_eisentrauti,0,0,0,0,0,NA,NA,NA,1.518382316,32.99000003,0.78604121,6.109999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Hypsugo,pulveratus,Hypsugo pulveratus,679,Hypsugo_pulveratus,0,0,0,0,0,32.37554459,0.754348336,5.680000004,1.531478917,34,0.742725131,5.529999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Idionycteris,phyllotis,Idionycteris phyllotis,680,Idionycteris_phyllotis,0,0,0,0,0,28.82815534,0.788875116,6.150000003,1.648262406,44.49000003,1.083860801,12.13,1,1179.228561,1390579.999,27.0412006,-105.1930008,95,1.785329835,61,G,38,NA,Pred,NA,LC,S,2.893443986,1.443635475,-25.11577068,PC1,PC1
Vespertilionidae,Kerivoula,hardwickii,Kerivoula hardwickii,681,Kerivoula_hardwickii,0,0,0,0,0,NA,0.838849091,6.900000004,1.543943942,34.98999996,0.658011397,4.550000004,NA,2011.770365,4047220.001,11.059,104.8740005,275,NA,NA,G,NA,NA,Pred,NA,LC,S,2.893443986,NA,109.4970503,PC1,PC4
Vespertilionidae,Kerivoula,intermedia,Kerivoula intermedia,682,Kerivoula_intermedia,0,0,0,0,0,NA,NA,NA,1.454692449,28.48999998,0.565847819,3.680000003,NA,931.6383418,867949.9999,1.3651,112.3280029,119,NA,NA,NA,NA,NA,Pred,NA,NT,D,0.881373587,NA,12.38195587,PC1,PC4
Vespertilionidae,Kerivoula,kachinensis,Kerivoula kachinensis,683,Kerivoula_kachinensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.84509804,7,NA,755.3674602,570579.9999,19.6186008,102.8889999,101,NA,NA,NA,NA,NA,Pred,NA,LC,S,2.312438341,NA,3.991609135,PC1,PC4
Vespertilionidae,Kerivoula,lenis,Kerivoula lenis,684,Kerivoula_lenis,0,0,0,0,0,NA,NA,NA,NA,NA,0.701567985,5.029999999,NA,359.4356688,129194,4.59061,101.7170029,122,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.818446459,NA,46.57638365,PC1,PC4
Vespertilionidae,Kerivoula,minuta,Kerivoula minuta,685,Kerivoula_minuta,0,0,0,0,0,NA,NA,NA,1.431363764,26.99999999,0.307496038,2.03,NA,378.7690589,143466,4.7662501,108.2050018,115,NA,NA,NA,NA,NA,Pred,NA,NT,D,0.881373587,NA,38.52239689,PC1,PC4
Vespertilionidae,Kerivoula,papillosa,Kerivoula papillosa,686,Kerivoula_papillosa,0,0,0,0,0,NA,NA,NA,1.612783857,41.00000003,1.004321374,10.10000001,NA,888.7800628,789930,2.24087,106.6159973,189,0.602059991,3.999999997,C,NA,NA,Pred,NA,LC,U,1.818446459,NA,84.7184348,PC1,PC4
Vespertilionidae,Kerivoula,pellucida,Kerivoula pellucida,687,Kerivoula_pellucida,0,0,0,0,0,NA,NA,NA,1.498310554,31.50000002,0.612783857,4.100000003,NA,1101.508057,1213320,0.260645,107.9589996,150,NA,NA,NA,NA,NA,Pred,NA,NT,D,1.443635475,NA,34.12127113,PC1,PC4
Vespertilionidae,Kerivoula,picta,Kerivoula picta,688,Kerivoula_picta,0,0,0,0,0,NA,NA,NA,1.545183368,35.08999998,0.653212514,4.500000002,NA,1710.266061,2925009.999,13.1883001,99.5662994,230,0.397940009,2.500000002,F,NA,NA,Pred,NA,LC,U,1.818446459,NA,80.93397843,PC1,PC4
Vespertilionidae,Kerivoula,whiteheadi,Kerivoula whiteheadi,689,Kerivoula_whiteheadi,0,0,0,0,0,NA,NA,NA,1.477121255,30.00000002,0.517195898,3.29,NA,463.3109107,214657,11.1779003,120.1500015,125,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,43.91347978,PC1,PC4
Vespertilionidae,Laephotis,botswanae,Laephotis botswanae,690,Laephotis_botswanae,0,0,0,0,0,NA,NA,NA,1.556181847,35.99000003,0.862131379,7.279999995,NA,575.2660254,330931,-18.2777004,28.4955997,77,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-10.18990964,PC1,PC1
Vespertilionidae,Laephotis,namibensis,Laephotis namibensis,691,Laephotis_namibensis,0,0,0,0,0,NA,NA,NA,1.585347911,38.48999999,0.940516485,8.720000001,NA,166.6394288,27768.69923,-26.1257,16.6254997,12,NA,NA,NA,NA,NA,Pred,NA,LC,S,0,NA,-52.91306009,PC1,PC1
Vespertilionidae,Laephotis,wintoni,Laephotis wintoni,692,Laephotis_wintoni,0,0,0,0,0,32.93626101,0.755874856,5.700000004,1.585347911,38.48999999,0.785329835,6.1,NA,1384.962093,1918119.999,-5.3722801,33.3647995,122,NA,NA,CV,NA,NA,Pred,NA,LC,U,1.818446459,NA,-9.331621479,PC1,PC1
Vespertilionidae,Lasiurus,atratus,Lasiurus atratus,693,Lasiurus_atratus,0,0,0,0,0,NA,NA,NA,NA,NA,1.082426301,12.09,NA,632.284746,399784,5.2641101,-57.3236008,133,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,42.70163518,PC1,PC2
Vespertilionidae,Murina,aenea,Murina aenea,694,Murina_aenea,0,0,0,0,0,NA,NA,NA,1.550105999,35.48999997,0.875061263,7.499999993,NA,304.8552167,92936.70315,5.1616902,107.288002,112,NA,NA,F,NA,NA,Pred,NA,V,D,1.443635475,NA,39.55191321,PC1,PC4
Vespertilionidae,Murina,bicolor,Murina bicolor,695,Murina_bicolor,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Murina,cineracea,Murina cineracea,696,Murina_cineracea,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Murina,cyclotis,Murina cyclotis,697,Murina_cyclotis,0,0,0,0,0,29.88243827,0.64246452,4.389999998,1.537063143,34.44000002,0.851258349,7.100000005,NA,1421.653966,2021099.999,15.4449997,102.6320038,230,NA,NA,G,NA,NA,Pred,NA,LC,U,2.893443986,NA,96.66806983,PC1,PC4
Vespertilionidae,Murina,eleryi,Murina eleryi,698,Murina_eleryi,0,0,0,0,0,31.50735961,0.673941999,4.720000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC4
Vespertilionidae,Murina,florium,Murina florium,699,Murina_florium,0,0,0,0,0,NA,NA,NA,1.537819095,34.49999999,0.644438589,4.409999995,NA,398.743025,158996,-9.4788303,137.6860046,142,0.812913357,6.500000005,G,NA,NA,Pred,NA,LC,U,2.094712547,NA,64.43348823,PC1,PC4
Vespertilionidae,Murina,gracilis,Murina gracilis,700,Murina_gracilis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,1.818446459,NA,NA,PC1,PC4
Vespertilionidae,Murina,harpioloides,Murina harpioloides,701,Murina_harpioloides,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Murina,hilgendorfi,Murina hilgendorfi,702,Murina_hilgendorfi,0,0,0,0,0,NA,NA,NA,NA,NA,0.907411361,8.080000004,NA,1902.33015,3618860,50.4482002,120.7259979,28,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.491779853,NA,-131.5366636,PC1,PC4
Vespertilionidae,Murina,huttoni,Murina huttoni,703,Murina_huttoni,0,0,0,0,0,NA,NA,NA,1.525044807,33.5,0.878521796,7.560000009,NA,644.9798446,415998.9999,30.2043991,81.1626968,154,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.818446459,NA,63.00954415,PC1,PC4
Vespertilionidae,Murina,jaintiana,Murina jaintiana,704,Murina_jaintiana,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Murina,peninsularis,Murina peninsularis,705,Murina_peninsularis,0,0,0,0,0,NA,NA,NA,NA,NA,0.937016107,8.649999991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Murina,pluvialis,Murina pluvialis,706,Murina_pluvialis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Murina,puta,Murina puta,707,Murina_puta,0,0,0,0,0,NA,NA,NA,1.550105999,35.48999997,0.839478047,6.909999994,NA,189.4795503,35902.49998,23.7439003,120.9680023,21,NA,NA,NA,NA,NA,Pred,NA,NT,U,1.443635475,NA,-45.15822121,PC1,PC4
Vespertilionidae,Murina,rozendaali,Murina rozendaali,708,Murina_rozendaali,0,0,0,0,0,NA,NA,NA,1.518382316,32.99000003,0.748962861,5.609999997,NA,127.3102525,16207.90039,5.3554702,114.1719971,99,NA,NA,NA,NA,NA,Pred,NA,V,D,0.881373587,NA,36.23102487,PC1,PC4
Vespertilionidae,Murina,ryukyuna,Murina ryukyuna,709,Murina_ryukyuna,0,0,0,0,0,NA,NA,NA,NA,NA,0.770115295,5.890000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Murina,suilla,Murina suilla,710,Murina_suilla,0,0,0,0,0,NA,NA,NA,1.477121255,30.00000002,0.602059991,3.999999997,NA,1200.658153,1441580,0.118338,108.7460022,136,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.094712547,NA,14.71596518,PC1,PC4
Vespertilionidae,Murina,tiensa,Murina tiensa,711,Murina_tiensa,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,1.443635475,NA,NA,PC1,PC4
Vespertilionidae,Murina,tubinaris,Murina tubinaris,712,Murina_tubinaris,0,0,0,0,0,NA,NA,NA,1.505149978,31.99999998,0.736396502,5.449999997,NA,982.2331699,964782.0001,22.3073006,97.5360031,136,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,26.62370816,PC1,PC4
Vespertilionidae,Myotis,adversus,Myotis adversus,713,Myotis_adversus,0,0,0,0,0,36.30903303,0.826074803,6.700000005,1.599992178,39.81000004,1.049218023,11.20000001,2.5,492.5961835,242651,3.7837999,109.8209991,194,NA,NA,NA,NA,H,Pred,NA,LC,U,3.179785438,NA,111.3169522,PC1,PC4
Vespertilionidae,Myotis,anjouanensis,Myotis anjouanensis,714,Myotis_anjouanensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.88422877,7.660000006,NA,20.64608889,426.2609865,-12.2186003,44.4365005,5,NA,NA,NA,NA,NA,Pred,NA,DD,U,0.881373587,NA,-51.95402929,PC1,PC4
Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,715,Myotis_annamiticus,0,0,0,0,0,NA,NA,NA,NA,NA,0.88422877,7.660000006,NA,10.47878811,109.8050003,17.4204998,106.151001,53,NA,NA,NA,NA,NA,Pred,NA,DD,U,0.881373587,NA,-3.399744694,PC1,PC4
Vespertilionidae,Myotis,annectans,Myotis annectans,716,Myotis_annectans,0,0,0,0,0,NA,NA,NA,1.667452953,46.50000001,0.991226076,9.800000007,NA,494.2802849,244313,19.3181,101.8160019,116,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.312438341,NA,33.2251411,PC1,PC4
Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,717,Myotis_atacamensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.867467488,7.370000002,NA,503.5851467,253598,-19.4470005,-71.9978027,41,NA,NA,NA,NA,NA,Pred,NA,E,U,0,NA,-42.28212644,PC1,PC4
Vespertilionidae,Myotis,ater,Myotis ater,718,Myotis_ater,0,0,0,0,0,25.31854693,0.741939078,5.520000003,NA,NA,0.88422877,7.660000006,NA,354.921118,125969,1.13612,121.6230011,199,NA,NA,NA,NA,NA,Pred,NA,LC,S,0.881373587,NA,123.8225007,PC1,PC4
Vespertilionidae,Myotis,aurascens,Myotis aurascens,719,Myotis_aurascens,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1614.741465,2607389.999,43.2613983,38.7187004,42,NA,NA,NA,NA,NA,Pred,NA,LC,S,1.443635475,NA,-101.8583648,PC1,PC4
Vespertilionidae,Myotis,auriculus,Myotis auriculus,720,Myotis_auriculus,0,0,0,0,0,NA,NA,NA,1.579783597,38.00000003,1.580240508,38.03999998,1,889.7241145,791608.9999,27.3789997,-105.0479965,81,NA,NA,G,38,NA,Pred,NA,LC,U,2.644120761,NA,-23.3330315,PC1,PC4
Vespertilionidae,Myotis,bocagii,Myotis bocagii,721,Myotis_bocagii,0,0,0,0,0,32,0.929418926,8.500000006,1.579783597,38.00000003,0.84509804,7,NA,1348.747567,1819119.999,-3.0063,23.6798992,172,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,42.64266398,PC1,PC4
Vespertilionidae,Myotis,bombinus,Myotis bombinus,722,Myotis_bombinus,0,0,0,0,0,NA,NA,NA,1.602059991,39.99999997,0.988558957,9.740000003,NA,1285.80714,1653300.001,48.892601,127.689003,27,NA,NA,NA,NA,NA,Pred,NA,NT,D,0.881373587,NA,-98.92605075,PC1,PC4
Vespertilionidae,Myotis,brandtii,Myotis brandtii,723,Myotis_brandtii,0,0,0,0,0,NA,NA,NA,1.543943942,34.98999996,0.72427587,5.300000005,NA,2768.107657,7662420.001,53.5774002,47.5007019,51,NA,NA,G,NA,H,Pred,Y,LC,S,4.276858964,NA,-155.7357334,PC1,PC4
Vespertilionidae,Myotis,dominicensis,Myotis dominicensis,724,Myotis_dominicensis,0,0,0,0,0,NA,NA,NA,1.531478917,34,0.78604121,6.109999997,NA,47.27568075,2234.98999,15.9544001,-61.4989014,15,NA,NA,CV,NA,NA,Pred,NA,V,U,0.881373587,NA,-43.40577868,PC1,PC4
Vespertilionidae,Myotis,elegans,Myotis elegans,725,Myotis_elegans,0,0,0,0,0,NA,NA,NA,1.518382316,32.99000003,0.624282096,4.210000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,Pred,NA,LC,U,0,NA,NA,PC1,PC4
Vespertilionidae,Myotis,fimbriatus,Myotis fimbriatus,726,Myotis_fimbriatus,0,0,0,0,0,NA,NA,NA,NA,NA,1.09131516,12.34000001,NA,520.6524753,271079,27.7275009,108.3190002,60,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,-24.21257569,PC1,PC4
Vespertilionidae,Myotis,flavus,Myotis flavus,727,Myotis_flavus,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC4
Vespertilionidae,Myotis,formosus,Myotis formosus,728,Myotis_formosus,0,0,0,0,0,NA,NA,NA,1.690107439,48.98999995,0.849419414,7.070000003,NA,1436.725443,2064179.999,17.3344002,103.9670029,242,NA,NA,NA,NA,H,Pred,NA,LC,U,2.312438341,NA,107.8464272,PC1,PC4
Vespertilionidae,Myotis,fortidens,Myotis fortidens,729,Myotis_fortidens,0,0,0,0,0,NA,NA,NA,1.568201724,36.99999999,0.633468456,4.300000004,NA,688.5216046,474062,20.5921001,-100.3830032,122,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.818446459,NA,28.6358043,PC1,PC4
Vespertilionidae,Myotis,frater,Myotis frater,730,Myotis_frater,0,0,0,0,0,NA,NA,NA,1.585347911,38.48999999,0.877371346,7.540000002,NA,1152.874668,1329120,38.1764984,122.8799973,72,NA,NA,NA,NA,NA,Pred,N,DD,U,2.312438341,NA,-46.6790514,PC1,PC4
Vespertilionidae,Myotis,gomantongensis,Myotis gomantongensis,731,Myotis_gomantongensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.88422877,7.660000006,NA,855.8586332,732494,0.861416,114.2060013,92,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-10.48680749,PC1,PC4
Vespertilionidae,Myotis,gracilis,Myotis gracilis,732,Myotis_gracilis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,1.443635475,NA,NA,PC1,PC4
Vespertilionidae,Myotis,hajastanicus,Myotis hajastanicus,733,Myotis_hajastanicus,0,0,0,0,0,NA,NA,NA,NA,NA,0.88422877,7.660000006,NA,28.74546924,826.3020018,40.3306999,45.3362007,27,NA,NA,NA,NA,NA,Pred,NA,CE,U,1.443635475,NA,-30.39557833,PC1,PC4
Vespertilionidae,Myotis,hasseltii,Myotis hasseltii,734,Myotis_hasseltii,0,0,0,0,0,NA,NA,NA,1.585347911,38.48999999,0.875061263,7.499999993,NA,973.2055281,947128.9999,1.4949501,110.9649963,183,1.397940009,25.00000002,F,NA,NA,Pred,NA,LC,U,0,NA,74.11586266,PC1,PC4
Vespertilionidae,Myotis,ikonnikovi,Myotis ikonnikovi,735,Myotis_ikonnikovi,0,0,0,0,0,NA,NA,NA,1.525044807,33.5,0.767897616,5.86,NA,1237.077201,1530360.001,48.5992012,113.0289993,30,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.776472281,NA,-93.26947008,PC1,PC4
Vespertilionidae,Myotis,keaysi,Myotis keaysi,736,Myotis_keaysi,0,0,0,0,0,30.11690707,0.806179974,6.4,1.562292864,36.49999996,0.736396502,5.449999997,2,1654.394149,2737020,2.4716401,-77.6268005,261,2.544068044,349.9999997,G,NA,H,Pred,NA,LC,U,2.094712547,0.881373587,114.9799137,PC1,PC4
Vespertilionidae,Myotis,laniger,Myotis laniger,737,Myotis_laniger,0,0,0,0,0,NA,NA,NA,NA,NA,0.88422877,7.660000006,NA,1462.354266,2138479.999,28.8197994,106.810997,111,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-24.55076387,PC1,PC4
Vespertilionidae,Myotis,latirostris,Myotis latirostris,738,Myotis_latirostris,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC4
Vespertilionidae,Myotis,macrotarsus,Myotis macrotarsus,739,Myotis_macrotarsus,0,0,0,0,0,NA,NA,NA,1.672097858,47.00000001,1.101747074,12.64,NA,530.9133639,281869,11.7201996,122.9029999,100,NA,NA,NA,NA,NA,Pred,NA,NT,D,0.881373587,NA,15.22803764,PC1,PC4
Vespertilionidae,Myotis,martiniquensis,Myotis martiniquensis,740,Myotis_martiniquensis,0,0,0,0,0,NA,NA,NA,1.562292864,36.49999996,0.874481818,7.490000005,NA,61.7477938,3812.790039,15.2412996,-61.1323013,17,NA,NA,NA,NA,NA,Pred,NA,NT,U,0.881373587,NA,-42.19474614,PC1,PC4
Vespertilionidae,Myotis,montivagus,Myotis montivagus,741,Myotis_montivagus,0,0,0,0,0,NA,NA,NA,1.633468456,43.00000004,0.919078092,8.299999993,NA,875.7733725,766979,18.7651005,106.4990005,184,NA,NA,NA,NA,NA,Pred,N,LC,U,1.818446459,NA,80.42751268,PC1,PC4
Vespertilionidae,Myotis,muricola,Myotis muricola,742,Myotis_muricola,0,0,0,0,0,25.7313561,0.769377326,5.879999999,1.543654238,34.96666703,0.681241237,4.799999996,NA,2154.727361,4642850,13.2709999,102.7089996,299,NA,NA,NA,NA,NA,Pred,NA,LC,S,2.312438341,NA,125.70355,PC1,PC4
Vespertilionidae,Myotis,nesopolus,Myotis nesopolus,743,Myotis_nesopolus,0,0,0,0,0,NA,NA,NA,1.498310554,31.50000002,0.551449998,3.56,NA,233.7629174,54645.10155,11.0264997,-71.2468033,111,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.818446459,NA,42.42760919,PC1,PC4
Vespertilionidae,Myotis,nipalensis,Myotis nipalensis,744,Myotis_nipalensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.88422877,7.660000006,NA,2224.165012,4946910.001,38.6758003,70.5500031,115,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-62.08194053,PC1,PC4
Vespertilionidae,Myotis,oxyotus,Myotis oxyotus,745,Myotis_oxyotus,0,0,0,0,0,NA,NA,NA,1.602059991,39.99999997,0.752048448,5.650000002,NA,1612.944512,2601589.999,-0.706432,-71.8859024,232,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,88.23959858,PC1,PC4
Vespertilionidae,Myotis,petax,Myotis petax,746,Myotis_petax,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,2.644120761,NA,NA,PC1,PC4
Vespertilionidae,Myotis,phanluongi,Myotis phanluongi,747,Myotis_phanluongi,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Myotis,planiceps,Myotis planiceps,748,Myotis_planiceps,0,0,0,0,0,NA,NA,NA,1.430827267,26.96666667,0.475671188,2.989999998,NA,110.8665882,12291.40038,24.6646004,-100.6060028,36,NA,NA,G,NA,NA,Pred,NA,E,D,1.443635475,NA,-25.8725258,PC1,PC4
Vespertilionidae,Myotis,pruinosus,Myotis pruinosus,749,Myotis_pruinosus,0,0,0,0,0,NA,NA,NA,1.498310554,31.50000002,0.691081492,4.909999999,NA,45.65019103,2083.939941,36.902401,138.6920013,16,NA,NA,C,NA,NA,Pred,NA,E,D,1.443635475,NA,-42.31716284,PC1,PC4
Vespertilionidae,Myotis,punicus,Myotis punicus,750,Myotis_punicus,0,0,0,0,0,NA,NA,NA,NA,NA,1.276921132,18.92,NA,808.9029608,654324,34.5080986,0.818339,34,2.39880773,250.4999999,G,NA,NA,Pred,NA,DD,U,2.491779853,NA,-65.92695344,PC1,PC4
Vespertilionidae,Myotis,ridleyi,Myotis ridleyi,751,Myotis_ridleyi,0,0,0,0,0,NA,NA,NA,1.477121255,30.00000002,0.608526034,4.060000004,NA,929.6644556,864276,1.34425,112.3779984,119,NA,NA,G,NA,NA,Pred,NA,NT,D,0.881373587,NA,12.48956503,PC1,PC4
Vespertilionidae,Myotis,rosseti,Myotis rosseti,752,Myotis_rosseti,0,0,0,0,0,NA,NA,NA,1.462397998,29.00000001,0.517195898,3.29,NA,683.9831869,467833,13.3827,103.9680023,85,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-8.11677752,PC1,PC4
Vespertilionidae,Myotis,ruber,Myotis ruber,753,Myotis_ruber,0,0,0,0,0,NA,NA,NA,1.602059991,39.99999997,0.698100546,4.990000004,NA,1340.089549,1795839.999,-23.1627007,-50.3801994,102,NA,NA,NA,NA,NA,Pred,NA,NT,U,2.776472281,NA,-26.88533208,PC1,PC4
Vespertilionidae,Myotis,schaubi,Myotis schaubi,754,Myotis_schaubi,0,0,0,0,0,NA,NA,NA,1.633468456,43.00000004,1.078819183,11.99,NA,345.1304101,119115,38.472599,46.8326988,32,NA,NA,NA,NA,NA,Pred,NA,DD,U,0,NA,-42.6437452,PC1,PC4
Vespertilionidae,Myotis,scotti,Myotis scotti,755,Myotis_scotti,0,0,0,0,0,NA,NA,NA,1.585347911,38.48999999,0.940516485,8.720000001,NA,307.2723497,94416.29689,8.81106,36.8412018,55,NA,NA,NA,NA,NA,Pred,NA,V,D,0,NA,-17.57986017,PC1,PC4
Vespertilionidae,Myotis,sicarius,Myotis sicarius,756,Myotis_sicarius,0,0,0,0,0,NA,NA,NA,1.711807229,51.5,1.302979937,20.09000001,NA,264.2665262,69836.79687,27.3295002,86.5748978,64,NA,NA,NA,NA,NA,Pred,N,V,U,0,NA,-6.235337642,PC1,PC4
Vespertilionidae,Myotis,simus,Myotis simus,757,Myotis_simus,0,0,0,0,0,NA,NA,NA,1.574031268,37.50000002,0.908485019,8.100000002,NA,1414.52819,2000890,-7.7659402,-67.9543991,171,NA,NA,G,NA,NA,Pred,NA,DD,U,1.443635475,1.443635475,38.05654146,PC1,PC4
Vespertilionidae,Myotis,sodalis,Myotis sodalis,758,Myotis_sodalis,0,0,0,0,0,34.30918374,0.73239376,5.400000002,1.579497783,37.97500004,0.854306042,7.150000003,1,1251.08353,1565209.999,38.4838982,-85.5876007,17,NA,NA,G,240,H,Pred,Y,NT,S,5.598435676,2.644120761,-107.0330447,PC1,PC4
Vespertilionidae,Myotis,tricolor,Myotis tricolor,759,Myotis_tricolor,0,0,0,0,0,32.54172157,0.792391689,6.199999993,1.667919685,46.54999997,1.133538908,13.59999999,1,2058.599038,4237829.999,-9.72328,29.7807999,152,NA,NA,G,NA,NA,Pred,N,LC,U,2.644120761,NA,-16.05588025,PC1,PC4
Vespertilionidae,Myotis,watasei,Myotis watasei,760,Myotis_watasei,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC4
Vespertilionidae,Myotis,welwitschii,Myotis welwitschii,761,Myotis_welwitschii,0,0,0,0,0,NA,NA,NA,1.762153192,57.82999996,1.200850498,15.88,NA,2076.282736,4310950,-11.0310001,31.9239006,156,0.176091259,1.5,G,NA,NA,Pred,NA,LC,U,2.094712547,0,-13.01993174,PC1,PC4
Vespertilionidae,Myotis,yanbarensis,Myotis yanbarensis,762,Myotis_yanbarensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.880241776,7.590000002,NA,5.618505166,31.5676003,27.7805996,129.0149994,9,NA,NA,NA,NA,NA,Pred,NA,CE,D,0.881373587,NA,-47.13477958,PC1,PC4
